,0,1,2,3,4,5,6,10,11,7_+,7_->,7_X,7_*,8_+,8_X,8_->,8_*,9_+,9_X,9_->,9_*
78,0.0,0.5,0.5,0.0,0.0,1,1,0.75,0.75,0,0,1,0,0,0,0,1,0,0,0,1
79,0.0,0.5,0.5,0.0,0.0,1,1,0.75,0.75,0,0,1,0,0,0,0,1,0,0,0,1
80,0.0,0.0,0.0,0.0,0.0,2,1,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,1
81,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,0,0,1,0,0,1,0,0,0,0,1,0
82,0.0,0.5,0.5,0.0,0.0,1,1,0.75,0.75,0,0,1,0,0,0,0,1,0,0,0,1
83,0.0,0.5,0.5,0.0,0.0,1,1,0.75,0.75,0,0,1,0,0,0,0,1,0,0,0,1
84,0.0,0.5,0.5,0.0,0.0,1,1,0.75,0.6666666666666666,0,0,1,0,0,0,0,1,0,0,0,1
85,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0
86,0.0,0.5,0.5,0.0,0.0,1,1,0.75,0.6666666666666666,0,0,1,0,0,0,0,1,0,0,0,1
87,0.0,0.5,0.5,0.0,0.0,1,1,0.75,0.75,0,0,1,0,0,0,0,1,0,0,0,1
88,0.0,0.5,0.5,0.0,0.0,1,1,0.75,0.75,0,0,1,0,0,0,0,1,0,0,0,1
89,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1,1,0.5,0.75,0,0,1,0,0,0,0,1,0,0,0,1
90,0.0,0.0,0.5,0.25,0.25,0,0,0.4,0.4,1,0,0,0,0,1,0,0,0,1,0,0
91,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0,0.6,0.6,1,0,0,0,0,0,1,0,0,0,1,0
92,0.5,0.0,0.5,0.25,0.25,0,0,0.4,0.4,1,0,0,0,0,1,0,0,0,0,1,0
93,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0,0.6,0.5,1,0,0,0,0,0,1,0,0,0,1,0
94,0.5,0.0,0.5,0.25,0.25,0,0,0.4,0.4,1,0,0,0,0,1,0,0,0,1,0,0
95,0.0,0.0,0.5,0.5,0.0,0,0,0.8,0.8,1,0,0,0,0,1,0,0,0,1,0,0
96,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0,0.6,0.6,1,0,0,0,0,0,1,0,0,0,1,0
97,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,1,0.6,0.6,1,0,0,0,0,0,1,0,0,0,0,1
98,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0
99,0.5,0.0,0.5,0.25,0.25,0,0,0.4,0.4,1,0,0,0,0,1,0,0,0,1,0,0
100,0.5,0.0,0.5,0.25,0.25,0,0,0.4,0.4,1,0,0,0,0,1,0,0,1,0,0,0
101,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0,0.6,0.6,1,0,0,0,0,0,1,0,0,1,0,0
102,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0
103,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0,0.6,0.5,1,0,0,0,0,0,1,0,0,0,1,0
104,0.0,0.0,0.5,0.5,0.0,0,0,0.8,0.8,1,0,0,0,0,1,0,0,1,0,0,0
105,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
106,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
107,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,0,0.5,0.5,0,0,0,1,0,0,0,1,0,1,0,0
108,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0,0,0,1
109,0.0,0.0,0.0,0.0,0.0,2,3,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
110,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
111,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
112,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0,0,0,1
113,0.0,0.0,0.0,0.0,0.0,2,3,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
114,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
115,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
116,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
117,0.0,0.0,0.0,0.0,0.0,2,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
118,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
119,0.0,0.0,0.0,0.0,0.0,2,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0
120,0.0,0.5,0.0,0.0,0.5,3,3,0.75,0.8,0,0,0,1,0,0,0,1,0,0,0,1
121,0.0,0.0,0.0,0.0,0.0,4,3,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
122,0.0,0.5,0.0,0.0,0.5,3,3,0.75,0.8,0,0,0,1,0,0,0,1,0,0,0,1
123,0.0,0.5,0.0,0.0,0.5,3,3,0.75,0.8,0,0,0,1,0,0,0,1,0,0,0,1
124,0.0,0.0,0.0,0.0,0.0,4,3,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
125,0.0,0.5,0.0,0.0,0.5,3,2,0.75,0.75,0,0,0,1,0,0,0,1,0,0,0,1
126,0.0,0.0,0.0,0.0,0.0,4,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
127,0.0,0.5,0.0,0.0,0.5,3,3,0.75,0.8,0,0,0,1,0,0,0,1,0,0,0,1
128,0.0,0.5,0.0,0.0,0.5,3,3,0.75,0.8,0,0,0,1,0,0,0,1,0,0,0,1
129,0.0,0.0,0.0,0.0,0.0,4,4,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
130,0.0,0.0,0.0,0.0,0.0,4,4,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
131,0.0,0.5,0.0,0.0,0.5,3,3,0.75,0.8,0,0,0,1,0,0,0,1,0,0,0,1
132,0.0,0.0,0.0,0.0,0.0,4,4,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
133,0.0,0.5,0.0,0.0,0.5,3,3,0.75,0.75,0,0,0,1,0,0,0,1,0,0,0,1
134,0.0,0.5,0.0,0.0,0.5,3,3,0.75,0.75,0,0,0,1,0,0,0,1,0,0,0,1
135,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
136,0.5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0,0,0.5,0.5,0,0,0,1,1,0,0,0,0,0,1,0
137,0.0,0.0,0.0,0.0,0.0,1,2,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
138,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
139,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
140,0.5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0,1,0.5,0.5,0,0,0,1,1,0,0,0,0,0,0,1
141,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
142,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
143,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
144,0.5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0,0,0.5,0.5,0,0,0,1,1,0,0,0,1,0,0,0
145,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
146,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
147,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
148,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
149,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1
150,0.25,0.3333333333333333,0.0,0.0,0.6666666666666666,0,0,0.5,0.5,0,1,0,0,0,1,0,0,0,0,1,0
151,0.25,0.3333333333333333,0.0,0.0,0.6666666666666666,0,0,0.5,0.5,0,1,0,0,0,1,0,0,0,0,1,0
152,0.0,0.0,0.5,0.0,0.5,1,1,0.75,0.75,0,1,0,0,0,0,0,1,0,0,0,1
153,0.0,0.0,0.5,0.0,0.5,1,1,0.75,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,1
154,0.0,0.0,0.5,0.0,0.5,1,1,0.75,0.75,0,1,0,0,0,0,0,1,0,0,0,1
155,0.0,0.0,0.5,0.0,0.5,1,1,0.75,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,1
156,0.0,0.0,0.5,0.0,0.5,1,2,0.75,0.75,0,1,0,0,0,0,0,1,0,0,0,1
157,0.0,0.0,0.5,0.0,0.5,1,0,0.75,0.75,0,1,0,0,0,0,0,1,1,0,0,0
158,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
159,0.0,0.0,0.5,0.0,0.5,1,1,0.75,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,1
160,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
161,0.0,0.0,0.5,0.0,0.5,1,1,0.75,0.75,0,1,0,0,0,0,0,1,0,0,0,1
162,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,1,0,0,0,0,1,0,1,0,0,0
163,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
164,0.25,0.3333333333333333,0.0,0.0,0.6666666666666666,0,0,0.5,0.5,0,1,0,0,0,1,0,0,0,1,0,0
165,0.5,0.25,0.25,0.25,0.25,0,0,0.4,0.4,1,0,0,0,0,1,0,0,0,1,0,0
166,0.0,0.0,0.0,1.0,0.0,1,1,0.8,0.75,1,0,0,0,0,0,0,1,0,0,0,1
167,0.0,0.0,0.0,1.0,0.0,1,1,0.8,0.75,1,0,0,0,0,0,0,1,0,0,0,1
168,0.0,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,0,0,1,0,0,0,1
169,0.0,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,0,0,1,0,0,0,1
170,0.0,0.0,0.0,1.0,0.0,1,2,0.8,0.8,1,0,0,0,0,0,0,1,0,0,0,1
171,0.0,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,0,0,1,0,0,0,1
172,0.0,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,0,0,1,0,0,0,1
173,0.0,0.0,0.0,1.0,0.0,1,1,0.8,0.75,1,0,0,0,0,0,0,1,0,0,0,1
174,0.0,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,0,0,1,0,0,0,1
175,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0
176,0.0,0.0,0.0,1.0,0.0,1,1,0.8,0.75,1,0,0,0,0,0,0,1,0,0,0,1
177,0.0,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,0,0,1,0,0,0,1
178,0.0,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,0,0,1,0,0,0,1
179,0.0,0.0,0.0,1.0,0.0,1,1,0.8,0.8,1,0,0,0,0,0,0,1,0,0,0,1
180,0.42857142857142855,0.0,0.0,1.0,0.0,0,0,0.75,0.75,1,0,0,0,0,1,0,0,0,1,0,0
181,0.42857142857142855,0.0,0.0,1.0,0.0,0,0,0.75,0.75,1,0,0,0,0,1,0,0,0,1,0,0
182,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0
183,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.5,0.5,1,0,0,0,1,0,0,0,1,0,0,0
184,0.42857142857142855,0.0,0.3333333333333333,0.6666666666666666,0.0,0,1,0.5,0.5,1,0,0,0,0,0,1,0,0,0,0,1
185,0.42857142857142855,0.0,0.0,1.0,0.0,0,0,0.75,0.75,1,0,0,0,0,1,0,0,0,1,0,0
186,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.5,0.5,1,0,0,0,1,0,0,0,0,0,1,0
187,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.5,0.5,1,0,0,0,1,0,0,0,0,0,1,0
188,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0
189,0.42857142857142855,0.0,0.3333333333333333,0.6666666666666666,0.0,0,0,0.5,0.5,1,0,0,0,0,0,1,0,0,0,1,0
190,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0
191,0.42857142857142855,0.0,0.3333333333333333,0.6666666666666666,0.0,0,1,0.5,0.5,1,0,0,0,0,0,1,0,0,0,0,1
192,0.42857142857142855,0.0,0.0,1.0,0.0,0,0,0.75,0.75,1,0,0,0,0,1,0,0,0,1,0,0
193,0.42857142857142855,0.0,0.0,1.0,0.0,0,0,0.75,0.75,1,0,0,0,0,1,0,0,0,1,0,0
194,0.42857142857142855,0.0,0.0,1.0,0.0,0,0,0.75,0.75,1,0,0,0,0,1,0,0,0,1,0,0
195,0.0,0.2,0.6,0.0,0.2,0,0,0.4,0.4,0,1,0,0,1,0,0,0,1,0,0,0
196,0.0,0.0,0.5,0.25,0.25,1,2,0.6,0.6,0,1,0,0,0,0,0,1,0,0,0,1
197,0.0,0.25,0.5,0.0,0.25,0,0,0.6,0.6,0,1,0,0,0,1,0,0,0,1,0,0
198,0.0,0.0,0.5,0.25,0.25,1,1,0.6,0.6,0,1,0,0,0,0,0,1,0,0,0,1
199,0.0,0.0,0.5,0.25,0.25,1,0,0.6,0.6,0,1,0,0,0,0,0,1,0,0,1,0
200,0.0,0.0,0.5,0.25,0.25,1,1,0.6,0.6,0,1,0,0,0,0,0,1,0,0,0,1
201,0.0,0.0,0.5,0.25,0.25,1,1,0.6,0.5,0,1,0,0,0,0,0,1,0,0,0,1
202,0.0,0.25,0.5,0.0,0.25,0,0,0.6,0.4,0,1,0,0,0,1,0,0,0,1,0,0
203,0.0,0.0,0.5,0.25,0.25,1,1,0.6,0.5,0,1,0,0,0,0,0,1,0,0,0,1
204,0.0,0.0,0.5,0.25,0.25,1,1,0.6,0.6,0,1,0,0,0,0,0,1,0,0,0,1
205,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,0,1,0,0,0,0,1,0,0,1,0,0
206,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,1,0,0,0,0,1,0,0,1,0,0
207,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,0.8,0.8,0,1,0,0,0,1,0,0,0,0,0,1
208,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
209,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
210,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
211,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
212,0.5714285714285714,0.0,0.5,0.0,0.5,0,0,0.6666666666666666,0.6666666666666666,0,1,0,0,0,1,0,0,0,1,0,0
213,0.625,0.0,0.5,0.0,0.5,0,1,0.6666666666666666,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,1
214,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
215,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
216,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
217,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
218,0.625,0.0,0.5,0.0,0.5,0,0,0.6666666666666666,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,1,0
219,0.5714285714285714,0.0,0.5,0.0,0.5,0,0,0.6666666666666666,0.6666666666666666,0,1,0,0,0,1,0,0,1,0,0,0
220,0.625,0.0,0.5,0.0,0.5,0,0,0.6666666666666666,0.6666666666666666,0,1,0,0,0,1,0,0,1,0,0,0
221,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0
222,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0,1,0,0,0,0,1,0,1,0,0,0
223,0.5714285714285714,0.0,0.5,0.0,0.5,0,0,0.6666666666666666,0.6666666666666666,0,1,0,0,0,1,0,0,0,1,0,0
224,0.625,0.0,0.5,0.0,0.5,0,0,0.6666666666666666,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,1,0
225,0.25,0.0,0.5,0.25,0.25,0,0,0.6,0.6,0,0,1,0,0,0,1,0,1,0,0,0
226,0.25,0.0,0.5,0.25,0.25,0,0,0.6,0.6,0,0,1,0,0,0,1,0,0,0,1,0
