,#node,depth,m_tree,root-op,sub_depth,tree
34,14,5,"->( *( ->( X( g, h ), d ), +( b, c, f ), τ ), a )",->,3,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
35,14,5,"->( *( τ, +( b, c, e, f ), τ ), a )",->,4,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
36,14,5,"->( *( ->( ->( g, h ), d ), +( b, c, e, f ), τ ), a )",->,4,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
37,14,5,"->( *( ->( X( g, h, j ), d ), +( b, c, e, f ), τ ), a )",->,4,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
38,14,5,"->( *( ->( X( g, h ), d ), X( +( b, c, e, f ), j ), τ ), a )",->,4,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
39,14,5,"->( *( X( g, h ), +( b, c, e, f ), τ ), a )",->,4,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
40,14,5,"->( *( ->( X( g, h ), d ), ->( b, c, e, f ), τ ), a )",->,5,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
41,14,5,"->( *( ->( X( g, h ), d ), +( b, c, f ), τ ), a )",->,5,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
42,14,5,a,->,5,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
43,14,5,"->( *( ->( X( g, h ), d ), τ, τ ), a )",->,5,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
44,14,5,"->( *( ->( X( g, h, j ), d ), +( b, c, e, f ), τ ), a )",->,5,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
45,12,5,"->( a, X( ->( c, d ), *( b, X( X( e, f ), h ), τ ) ) )",->,3,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
46,12,5,"->( a, X( ->( c, d ), X( b, X( e, f ), τ ) ) )",->,3,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
47,12,5,"->( a, X( ->( c, d ), *( b, τ, τ ) ) )",->,3,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
48,12,5,"->( a, X( ->( c, d ), *( b, X( X( e, f ), h ), τ ) ) )",->,3,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
49,12,5,"->( a, X( ->( c, d ), *( b, τ, τ ) ) )",->,3,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
50,12,5,"->( a, X( ->( c, d, h ), *( b, X( e, f ), τ ) ) )",->,4,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
51,12,5,"->( a, X( ->( c, d ), *( b, *( e, f, τ ), τ ) ) )",->,4,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
52,12,5,"->( a, X( ->( c, d, h ), *( b, X( e, f ), τ ) ) )",->,4,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
53,12,5,"->( a, X( ->( c, d ), *( b, +( e, f ), τ ) ) )",->,4,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
54,12,5,"->( a, X( d, *( b, X( e, f ), τ ) ) )",->,4,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
55,12,5,"->( a, X( c, *( b, X( e, f ), τ ) ) )",->,5,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
56,12,5,"->( a, X( d, *( b, X( e, f ), τ ) ) )",->,5,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
57,12,5,"->( a, X( ->( c, d ), *( b, X( X( e, f ), h ), τ ) ) )",->,5,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
58,12,5,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ), h )",->,5,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
59,12,5,"->( a, X( ->( c, d ), *( b, e, τ ) ) )",->,5,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
60,12,5,"X( *( ->( d, X( e, f ) ), a, τ ), c )",X,3,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
61,12,5,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c, h ) )",X,3,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
62,12,5,"X( *( X( e, f ), a, τ ), ->( b, c ) )",X,3,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
63,12,5,"X( *( ->( d, X( e, f, h ) ), a, τ ), ->( b, c ) )",X,3,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
64,12,5,"X( *( ->( d, f ), a, τ ), ->( b, c ) )",X,3,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
65,12,5,"X( *( d, a, τ ), ->( b, c ) )",X,4,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
66,12,5,"X( *( ->( d, X( e, f ) ), τ, τ ), ->( b, c ) )",X,4,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
67,12,5,"X( *( ->( d, +( e, f ) ), a, τ ), ->( b, c ) )",X,4,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
68,12,5,"X( *( ->( d, X( e, f, h ) ), a, τ ), ->( b, c ) )",X,4,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
69,12,5,"X( +( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )",X,4,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
70,12,5,"X( *( ->( d, ->( e, f ) ), a, τ ), ->( b, c ) )",X,5,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
71,12,5,"X( *( +( d, X( e, f ) ), a, τ ), ->( b, c ) )",X,5,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
72,12,5,"X( *( d, a, τ ), ->( b, c ) )",X,5,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
73,12,5,"X( *( ->( d, X( e, f ) ), τ, τ ), ->( b, c ) )",X,5,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
74,12,5,"X( *( ->( d, X( e, f, h ) ), a, τ ), ->( b, c ) )",X,5,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
75,12,4,"X( *( a, b, τ ), *( X( f, d ), c, τ ) )",X,3,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
76,12,4,"X( *( a, b, τ ), *( X( e, f ), c, τ ) )",X,3,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
77,12,4,"X( *( a, b, τ ), ->( X( e, f, d ), c, τ ) )",X,3,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
78,12,4,"X( *( a, b, τ ), *( X( e, f, d ), X( c, i ), τ ) )",X,3,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
79,12,4,"X( *( a, b, τ ), *( X( e, f, d ), X( c, i ), τ ) )",X,3,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
80,12,4,"*( a, b, τ )",X,4,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
81,12,4,"->( *( a, b, τ ), *( X( e, f, d ), c, τ ) )",X,4,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
82,12,4,"X( *( a, b, τ ), *( X( e, d ), c, τ ) )",X,4,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
83,12,4,"X( *( a, b, τ ), *( X( e, d ), c, τ ) )",X,4,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
84,12,4,"X( *( a, b, τ ), *( τ, c, τ ) )",X,4,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
85,12,4,"+( *( a, b, τ ), *( X( e, f, d ), c, τ ) )",X,5,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
86,12,4,"X( *( a, b, τ ), *( τ, c, τ ) )",X,5,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
87,12,4,"X( *( a, b, τ ), *( X( e, f, d, i ), c, τ ) )",X,5,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
88,12,4,"X( *( a, b, τ ), *( X( e, f ), c, τ ) )",X,5,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
89,12,4,"X( *( a, X( b, i ), τ ), *( X( e, f, d ), c, τ ) )",X,5,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
90,14,5,"+( X( a, b, j ), X( ->( e, X( f, g ), h, i ), c, d ) )",+,3,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
91,14,5,"+( X( a, b ), X( ->( e, X( f, g ), h ), c, d ) )",+,3,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
92,14,5,"+( X( a, b ), X( ->( e, ->( f, g ), h, i ), c, d ) )",+,3,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
93,14,5,"+( X( a, b ), X( ->( e, f, h, i ), c, d ) )",+,3,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
94,14,5,"+( X( a, b ), X( ->( e, X( f, g, j ), h, i ), c, d ) )",+,3,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
95,14,5,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), d ) )",+,4,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
96,14,5,"+( X( a, b ), X( ->( e, X( f, g ), i ), c, d ) )",+,4,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
97,14,5,"+( X( a, b ), X( *( e, X( f, g ), τ ), c, d ) )",+,4,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
98,14,5,"+( b, X( ->( e, X( f, g ), h, i ), c, d ) )",+,4,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
99,14,5,"+( X( a, b ), X( ->( e, X( f, g, j ), h, i ), c, d ) )",+,4,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
100,14,5,"+( X( a, b ), X( ->( e, +( f, g ), h, i ), c, d ) )",+,5,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
101,14,5,"+( X( a, b ), X( X( e, X( f, g ), h, i ), c, d ) )",+,5,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
102,14,5,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ), j )",+,5,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
103,14,5,"+( X( a, b ), X( ->( e, h, i ), c, d ) )",+,5,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
104,14,5,"+( X( a, b ), +( ->( e, X( f, g ), h, i ), c, d ) )",+,5,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
105,14,4,"*( X( b, *( e, f, τ ), a, g ), +( c, d ), τ )",*,3,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
106,14,4,"*( X( b, *( e, f, τ ), a, g, h ), d, τ )",*,3,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
107,14,4,"*( X( b, X( e, f, τ ), a, g, h ), +( c, d ), τ )",*,3,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
108,14,4,"*( X( b, *( e, τ, τ ), a, g, h ), +( c, d ), τ )",*,3,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
109,14,4,"*( *( b, *( e, f, τ ), τ ), +( c, d ), τ )",*,3,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
110,14,4,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d, k ), τ )",*,4,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
111,14,4,"*( X( b, *( e, f, τ ), a, g ), +( c, d ), τ )",*,4,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
112,14,4,"*( X( b, *( τ, f, τ ), a, g, h ), +( c, d ), τ )",*,4,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
113,14,4,"*( *( b, *( e, f, τ ), τ ), +( c, d ), τ )",*,4,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
114,14,4,"*( X( b, *( e, f, τ ), a, g, h, k ), +( c, d ), τ )",*,4,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
115,14,4,"*( X( b, *( e, f, τ ), a, h ), +( c, d ), τ )",*,5,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
116,14,4,"*( X( b, *( e, f, τ ), a, g, h ), d, τ )",*,5,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
117,14,4,"*( τ, +( c, d ), τ )",*,5,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
118,14,4,"*( +( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )",*,5,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
119,14,4,"->( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )",*,5,"*( X( b, *( e, f, τ ), a, g, h ), +( c, d ), τ )"
120,15,4,"*( *( *( a, b, τ ), *( c, X( d, k ), τ ), τ ), ->( e, f ), τ )",*,3,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
121,15,4,"*( X( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )",*,3,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
122,15,4,"*( *( *( a, b, τ ), X( *( c, d, τ ), k ), τ ), ->( e, f ), τ )",*,3,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
123,15,4,"*( *( *( a, X( b, k ), τ ), *( c, d, τ ), τ ), ->( e, f ), τ )",*,3,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
124,15,4,"*( ->( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )",*,3,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
125,15,4,"*( *( +( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )",*,4,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
126,15,4,"*( τ, ->( e, f ), τ )",*,4,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
127,15,4,"*( *( *( a, b, τ ), X( *( c, d, τ ), k ), τ ), ->( e, f ), τ )",*,4,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
128,15,4,"*( *( *( a, X( b, k ), τ ), *( c, d, τ ), τ ), ->( e, f ), τ )",*,4,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
129,15,4,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f, k ), τ )",*,4,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
130,15,4,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f, k ), τ )",*,5,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
131,15,4,"*( *( *( a, b, τ ), *( c, X( d, k ), τ ), τ ), ->( e, f ), τ )",*,5,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
132,15,4,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), X( ->( e, f ), k ), τ )",*,5,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
133,15,4,"*( *( *( a, b, τ ), *( τ, d, τ ), τ ), ->( e, f ), τ )",*,5,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
134,15,4,"*( *( *( a, b, τ ), *( τ, d, τ ), τ ), ->( e, f ), τ )",*,5,"*( *( *( a, b, τ ), *( c, d, τ ), τ ), ->( e, f ), τ )"
135,13,4,"*( ->( g, h, b, +( c, d ), +( e, f ), j ), a, τ )",*,3,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
136,13,4,"*( ->( g, h, b, +( c, d ), ->( e, f ) ), a, τ )",*,3,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
137,13,4,"*( *( g, h, τ ), a, τ )",*,3,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
138,13,4,"*( ->( g, h, b, +( e, f ) ), a, τ )",*,3,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
139,13,4,"*( ->( g, h, b, +( c, d ), +( e, f ), j ), a, τ )",*,3,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
140,13,4,"*( ->( g, h, b, *( c, d, τ ), +( e, f ) ), a, τ )",*,4,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
141,13,4,"*( ->( g, h, +( c, d ), +( e, f ) ), a, τ )",*,4,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
142,13,4,"*( ->( g, h, b, +( c, d ), +( e, f ) ), X( a, j ), τ )",*,4,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
143,13,4,"*( ->( g, h, b, +( c, d ), +( e, f ) ), X( a, j ), τ )",*,4,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
144,13,4,"*( ->( g, h, b, +( c, d, j ), +( e, f ) ), a, τ )",*,4,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
145,13,4,"*( ->( g, h, b, +( c, d ), +( e, f ), j ), a, τ )",*,5,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
146,13,4,"*( ->( g, h, b, d, +( e, f ) ), a, τ )",*,5,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
147,13,4,"*( ->( g, h, b, +( c, d ), +( e, f ) ), X( a, j ), τ )",*,5,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
148,13,4,"*( ->( g, h, b, +( c, d ), +( e, f ) ), X( a, j ), τ )",*,5,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
149,13,4,"*( ->( g, h, b, +( c, d ), +( e, f ) ), X( a, j ), τ )",*,5,"*( ->( g, h, b, +( c, d ), +( e, f ) ), a, τ )"
150,11,4,"->( *( b, ->( c, d ), τ ), ->( e, f ), a )",->,3,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
151,11,4,"->( *( b, ->( c, d ), τ ), ->( e, f ), a )",->,3,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
152,11,4,"->( *( b, ->( c, d, h ), τ ), X( e, f ), a )",->,3,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
153,11,4,"->( *( b, c, τ ), X( e, f ), a )",->,3,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
154,11,4,"->( *( b, X( c, d ), τ ), X( e, f ), a )",->,3,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
155,11,4,"->( *( b, τ, τ ), X( e, f ), a )",->,4,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
156,11,4,"->( *( b, *( c, d, τ ), τ ), X( e, f ), a )",->,4,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
157,11,4,"->( +( b, ->( c, d ), τ ), X( e, f ), a )",->,4,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
158,11,4,"->( *( b, ->( c, d ), τ ), e, a )",->,4,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
159,11,4,"->( *( b, τ, τ ), X( e, f ), a )",->,4,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
160,11,4,"->( *( b, ->( c, d ), τ ), f, a )",->,5,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
161,11,4,"->( *( τ, ->( c, d ), τ ), X( e, f ), a )",->,5,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
162,11,4,"+( *( b, ->( c, d ), τ ), X( e, f ), a )",->,5,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
163,11,4,"->( *( b, ->( c, d ), τ ), a )",->,5,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
164,11,4,"->( *( b, ->( c, d ), τ ), X( e, f, h ), a )",->,5,"->( *( b, ->( c, d ), τ ), X( e, f ), a )"
165,12,5,"+( *( X( b, c ), ->( d, X( e, f, h ) ), τ ), a )",+,3,"+( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )"
166,12,5,"+( *( X( b, c ), ->( d, f ), τ ), a )",+,3,"+( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )"
167,12,5,"+( *( X( b, c ), d, τ ), a )",+,3,"+( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )"
168,12,5,"+( *( X( b, c ), X( d, X( e, f ) ), τ ), a )",+,3,"+( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )"
169,12,5,"+( *( c, ->( d, X( e, f ) ), τ ), a )",+,3,"+( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )"
170,12,5,"+( *( *( b, c, τ ), ->( d, X( e, f ) ), τ ), a )",+,4,"+( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )"
171,12,5,"+( *( X( b, c ), ->( d, X( e, f ), h ), τ ), a )",+,4,"+( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )"
172,12,5,"+( *( X( b, c, h ), ->( d, X( e, f ) ), τ ), a )",+,4,"+( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )"
173,12,5,"+( *( X( b, c ), X( e, f ), τ ), a )",+,4,"+( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )"
174,12,5,"+( *( X( b, c, h ), ->( d, X( e, f ) ), τ ), a )",+,4,"+( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )"
175,12,5,"->( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )",+,5,"+( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )"
176,12,5,"+( *( X( b, c ), d, τ ), a )",+,5,"+( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )"
177,12,5,"+( *( X( b, c ), ->( d, X( e, f ), h ), τ ), a )",+,5,"+( *( X( b, c ), ->( d, X( e, f ) ), τ ), a )"
