,#node,depth,m_tree,root-op,sub_depth,tree
47,14,5,"X( +( a, b, c ), +( ->( *( e, f, τ ), d, j ), g, h ) )",X,3,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )"
48,14,5,"X( +( a, b, c ), +( *( e, f, τ ), g, h ) )",X,3,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )"
49,14,5,"X( ->( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )",X,3,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )"
50,14,5,"X( +( a, b, c ), +( *( *( e, f, τ ), d, τ ), g, h ) )",X,4,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )"
51,14,5,"X( +( a, b, c ), +( +( *( e, f, τ ), d ), g, h ) )",X,4,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )"
52,14,5,"X( +( a, b, c ), +( g, h ) )",X,4,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )"
53,14,5,"X( +( a, b, c, j ), +( ->( *( e, f, τ ), d ), g, h ) )",X,4,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )"
54,14,5,"X( +( a, b, c ), +( d, g, h ) )",X,4,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )"
55,14,5,"X( +( a, c ), +( ->( *( e, f, τ ), d ), g, h ) )",X,5,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )"
56,14,5,"X( *( a, b, τ ), +( ->( *( e, f, τ ), d ), g, h ) )",X,5,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )"
57,14,5,"X( ->( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )",X,5,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )"
58,14,5,"X( +( a, b, c ), +( +( *( e, f, τ ), d ), g, h ) )",X,5,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )"
59,14,5,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ), j )",X,5,"X( +( a, b, c ), +( ->( *( e, f, τ ), d ), g, h ) )"
60,15,6,"->( h, i, *( c, X( ->( e, X( f, g ), k ), d ), τ ), a, b )",->,3,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
61,15,6,"->( h, i, *( c, X( +( e, X( f, g ) ), d ), τ ), a, b )",->,3,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
62,15,6,"->( h, i, *( c, X( *( e, X( f, g ), τ ), d ), τ ), a, b )",->,3,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
63,15,6,"->( h, i, *( c, X( f, g, d ), τ ), a, b )",->,3,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
64,15,6,"->( h, i, *( c, X( ->( e, g ), d ), τ ), a, b )",->,3,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
65,15,6,"->( h, i, *( c, X( ->( e, X( f, g ), k ), d ), τ ), a, b )",->,4,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
66,15,6,"->( h, i, *( c, d, τ ), a, b )",->,4,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
67,15,6,"->( h, i, *( c, X( ->( e, X( f, g, k ) ), d ), τ ), a, b )",->,4,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
68,15,6,"->( h, i, *( c, X( ->( e, f ), d ), τ ), a, b )",->,4,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
69,15,6,"->( h, i, *( c, X( ->( e, g ), d ), τ ), a, b )",->,4,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
70,15,6,"->( h, i, *( c, X( ->( e, X( f, g ), k ), d ), τ ), a, b )",->,5,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
71,15,6,"->( h, i, *( c, ->( ->( e, X( f, g ) ), d ), τ ), a, b )",->,5,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
72,15,6,"->( h, i, *( c, ->( ->( e, X( f, g ) ), d ), τ ), a, b )",->,5,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
73,15,6,"->( h, i, *( c, d, τ ), a, b )",->,5,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
74,15,6,"->( h, i, *( c, ->( e, X( f, g ) ), τ ), a, b )",->,5,"->( h, i, *( c, X( ->( e, X( f, g ) ), d ), τ ), a, b )"
75,11,5,"+( f, g, a, X( +( ->( d, e ), c, h ), b ) )",+,3,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
76,11,5,"+( f, g, a, X( c, b ) )",+,3,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
77,11,5,"+( f, g, a, X( +( ->( d, e ), c, h ), b ) )",+,3,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
78,11,5,"+( f, g, a, X( +( ->( d, e, h ), c ), b ) )",+,3,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
79,11,5,"+( f, g, a, X( +( +( d, e ), c ), b ) )",+,3,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
80,11,5,"+( f, g, a, X( +( ->( d, e ), c, h ), b ) )",+,4,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
81,11,5,"+( f, g, a, X( +( ->( d, e ), c, h ), b ) )",+,4,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
82,11,5,"+( f, g, a, ->( d, e ), c )",+,4,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
83,11,5,"+( f, g, a, X( ->( d, e ), b ) )",+,4,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
84,11,5,"+( f, g, a, X( +( ->( d, e, h ), c ), b ) )",+,4,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
85,11,5,"+( f, g, a, X( +( ->( d, e ), c ), b ), h )",+,5,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
86,11,5,"->( f, g, a, X( +( ->( d, e ), c ), b ) )",+,5,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
87,11,5,"+( f, g, a, X( +( ->( d, e ), c, h ), b ) )",+,5,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
88,11,5,"+( f, g, a, X( +( ->( d, e ), c ), b, h ) )",+,5,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
89,11,5,"+( f, g, a, X( +( ->( d, e ), c ), b ), h )",+,5,"+( f, g, a, X( +( ->( d, e ), c ), b ) )"
90,14,5,"->( +( X( +( g, h ), ->( e, f, i ) ), X( c, d ), b ), a )",->,3,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
91,14,5,"->( +( X( +( g, h ), *( e, f, τ ) ), X( c, d ), b ), a )",->,3,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
92,14,5,"->( +( X( +( g, h ), ->( e, f ) ), c, b ), a )",->,3,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
93,14,5,"->( +( X( *( g, h, τ ), ->( e, f ) ), X( c, d ), b ), a )",->,3,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
94,14,5,"->( +( X( h, ->( e, f ) ), X( c, d ), b ), a )",->,3,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
95,14,5,"->( +( X( +( g, h, i ), ->( e, f ) ), X( c, d ), b ), a )",->,4,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
96,14,5,"->( +( +( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )",->,4,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
97,14,5,"->( +( X( h, ->( e, f ) ), X( c, d ), b ), a )",->,4,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
98,14,5,"->( +( X( +( g, h ), ->( e, f, i ) ), X( c, d ), b ), a )",->,4,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
99,14,5,"->( +( X( +( g, h ), ->( e, f ) ), +( c, d ), b ), a )",->,4,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
100,14,5,"->( +( X( +( g, h ), *( e, f, τ ) ), X( c, d ), b ), a )",->,5,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
101,14,5,"->( +( X( c, d ), b ), a )",->,5,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
102,14,5,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b, i ), a )",->,5,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
103,14,5,"->( +( X( +( g, h ), ->( e, f ) ), c, b ), a )",->,5,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
104,14,5,"->( +( X( +( g, h ), ->( e, f ), i ), X( c, d ), b ), a )",->,5,"->( +( X( +( g, h ), ->( e, f ) ), X( c, d ), b ), a )"
105,14,5,"->( *( ->( X( g, h ), d ), X( b, c, e, f ), τ ), a )",->,3,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
106,14,5,"->( *( ->( X( g, h ), d, j ), +( b, c, e, f ), τ ), a )",->,3,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
107,14,5,"->( *( ->( g, d ), +( b, c, e, f ), τ ), a )",->,3,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
108,14,5,"->( *( ->( h, d ), +( b, c, e, f ), τ ), a )",->,3,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
109,14,5,"->( *( ->( X( g, h ), d ), +( b, c, f ), τ ), a )",->,3,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
110,14,5,"->( *( τ, +( b, c, e, f ), τ ), a )",->,4,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
111,14,5,"->( *( ->( ->( g, h ), d ), +( b, c, e, f ), τ ), a )",->,4,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
112,14,5,"->( *( ->( X( g, h, j ), d ), +( b, c, e, f ), τ ), a )",->,4,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
113,14,5,"->( *( ->( X( g, h ), d ), X( +( b, c, e, f ), j ), τ ), a )",->,4,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
114,14,5,"->( *( X( g, h ), +( b, c, e, f ), τ ), a )",->,4,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
115,14,5,"->( *( ->( X( g, h ), d ), ->( b, c, e, f ), τ ), a )",->,5,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
116,14,5,"->( *( ->( X( g, h ), d ), +( b, c, f ), τ ), a )",->,5,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
117,14,5,a,->,5,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
118,14,5,"->( *( ->( X( g, h ), d ), τ, τ ), a )",->,5,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
119,14,5,"->( *( ->( X( g, h, j ), d ), +( b, c, e, f ), τ ), a )",->,5,"->( *( ->( X( g, h ), d ), +( b, c, e, f ), τ ), a )"
120,12,5,"->( a, X( ->( c, d ), *( b, X( X( e, f ), h ), τ ) ) )",->,3,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
121,12,5,"->( a, X( ->( c, d ), X( b, X( e, f ), τ ) ) )",->,3,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
122,12,5,"->( a, X( ->( c, d ), *( b, τ, τ ) ) )",->,3,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
123,12,5,"->( a, X( ->( c, d ), *( b, X( X( e, f ), h ), τ ) ) )",->,3,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
124,12,5,"->( a, X( ->( c, d ), *( b, τ, τ ) ) )",->,3,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
125,12,5,"->( a, X( ->( c, d, h ), *( b, X( e, f ), τ ) ) )",->,4,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
126,12,5,"->( a, X( ->( c, d ), *( b, *( e, f, τ ), τ ) ) )",->,4,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
127,12,5,"->( a, X( ->( c, d, h ), *( b, X( e, f ), τ ) ) )",->,4,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
128,12,5,"->( a, X( ->( c, d ), *( b, +( e, f ), τ ) ) )",->,4,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
129,12,5,"->( a, X( d, *( b, X( e, f ), τ ) ) )",->,4,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
130,12,5,"->( a, X( c, *( b, X( e, f ), τ ) ) )",->,5,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
131,12,5,"->( a, X( d, *( b, X( e, f ), τ ) ) )",->,5,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
132,12,5,"->( a, X( ->( c, d ), *( b, X( X( e, f ), h ), τ ) ) )",->,5,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
133,12,5,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ), h )",->,5,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
134,12,5,"->( a, X( ->( c, d ), *( b, e, τ ) ) )",->,5,"->( a, X( ->( c, d ), *( b, X( e, f ), τ ) ) )"
135,12,5,"X( *( ->( d, X( e, f ) ), a, τ ), c )",X,3,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
136,12,5,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c, h ) )",X,3,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
137,12,5,"X( *( X( e, f ), a, τ ), ->( b, c ) )",X,3,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
138,12,5,"X( *( ->( d, X( e, f, h ) ), a, τ ), ->( b, c ) )",X,3,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
139,12,5,"X( *( ->( d, f ), a, τ ), ->( b, c ) )",X,3,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
140,12,5,"X( *( d, a, τ ), ->( b, c ) )",X,4,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
141,12,5,"X( *( ->( d, X( e, f ) ), τ, τ ), ->( b, c ) )",X,4,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
142,12,5,"X( *( ->( d, +( e, f ) ), a, τ ), ->( b, c ) )",X,4,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
143,12,5,"X( *( ->( d, X( e, f, h ) ), a, τ ), ->( b, c ) )",X,4,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
144,12,5,"X( +( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )",X,4,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
145,12,5,"X( *( ->( d, ->( e, f ) ), a, τ ), ->( b, c ) )",X,5,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
146,12,5,"X( *( +( d, X( e, f ) ), a, τ ), ->( b, c ) )",X,5,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
147,12,5,"X( *( d, a, τ ), ->( b, c ) )",X,5,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
148,12,5,"X( *( ->( d, X( e, f ) ), τ, τ ), ->( b, c ) )",X,5,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
149,12,5,"X( *( ->( d, X( e, f, h ) ), a, τ ), ->( b, c ) )",X,5,"X( *( ->( d, X( e, f ) ), a, τ ), ->( b, c ) )"
150,12,4,"X( *( a, b, τ ), *( X( f, d ), c, τ ) )",X,3,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
151,12,4,"X( *( a, b, τ ), *( X( e, f ), c, τ ) )",X,3,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
152,12,4,"X( *( a, b, τ ), ->( X( e, f, d ), c, τ ) )",X,3,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
153,12,4,"X( *( a, b, τ ), *( X( e, f, d ), X( c, i ), τ ) )",X,3,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
154,12,4,"X( *( a, b, τ ), *( X( e, f, d ), X( c, i ), τ ) )",X,3,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
155,12,4,"*( a, b, τ )",X,4,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
156,12,4,"->( *( a, b, τ ), *( X( e, f, d ), c, τ ) )",X,4,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
157,12,4,"X( *( a, b, τ ), *( X( e, d ), c, τ ) )",X,4,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
158,12,4,"X( *( a, b, τ ), *( X( e, d ), c, τ ) )",X,4,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
159,12,4,"X( *( a, b, τ ), *( τ, c, τ ) )",X,4,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
160,12,4,"+( *( a, b, τ ), *( X( e, f, d ), c, τ ) )",X,5,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
161,12,4,"X( *( a, b, τ ), *( τ, c, τ ) )",X,5,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
162,12,4,"X( *( a, b, τ ), *( X( e, f, d, i ), c, τ ) )",X,5,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
163,12,4,"X( *( a, b, τ ), *( X( e, f ), c, τ ) )",X,5,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
164,12,4,"X( *( a, X( b, i ), τ ), *( X( e, f, d ), c, τ ) )",X,5,"X( *( a, b, τ ), *( X( e, f, d ), c, τ ) )"
165,14,5,"+( X( a, b, j ), X( ->( e, X( f, g ), h, i ), c, d ) )",+,3,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
166,14,5,"+( X( a, b ), X( ->( e, X( f, g ), h ), c, d ) )",+,3,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
167,14,5,"+( X( a, b ), X( ->( e, ->( f, g ), h, i ), c, d ) )",+,3,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
168,14,5,"+( X( a, b ), X( ->( e, f, h, i ), c, d ) )",+,3,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
169,14,5,"+( X( a, b ), X( ->( e, X( f, g, j ), h, i ), c, d ) )",+,3,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
170,14,5,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), d ) )",+,4,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
171,14,5,"+( X( a, b ), X( ->( e, X( f, g ), i ), c, d ) )",+,4,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
172,14,5,"+( X( a, b ), X( *( e, X( f, g ), τ ), c, d ) )",+,4,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
173,14,5,"+( b, X( ->( e, X( f, g ), h, i ), c, d ) )",+,4,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
174,14,5,"+( X( a, b ), X( ->( e, X( f, g, j ), h, i ), c, d ) )",+,4,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
175,14,5,"+( X( a, b ), X( ->( e, +( f, g ), h, i ), c, d ) )",+,5,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
176,14,5,"+( X( a, b ), X( X( e, X( f, g ), h, i ), c, d ) )",+,5,"+( X( a, b ), X( ->( e, X( f, g ), h, i ), c, d ) )"
